Itinerary_ID,Sequence_Number,Route_Code,segment_FromLocation,segment_FromAddress,segment_ToLocation,segment_ToAddress,segment_via,Shipping_Method,Scheduled_Start_Time,Scheduled_End_Time,Part_Name,Quantity,Unit_Price,Line_Total,GoogleRouteDescription,GoogleRouteMainWays
6037,1,RT-SO-GND,LG Innotek,"LG Twin Towers, Yeouido-dong, Seoul, South Korea",Incheon Port,"Incheon Harbor, Incheon, South Korea",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Digital Signal Processor Board,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6038,2,RT-OCEAN,Incheon Port,"Incheon Harbor, Incheon, South Korea",Hamburg Port,"Hamburg Port, Hamburg, Germany",Yellow Sea - East China Sea - Hangzhou Bay - Philippine Sea - South China Sea - Strait Of Malacca - Andaman Sea - Bay Of Bengal - Indian Ocean - Laccadive Sea - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Digital Signal Processor Board,50,12.0,600.0,N/A,N/A
6039,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Digital Signal Processor Board,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6040,1,RT-IN-GND,Tata Motors Components,"44 Ganesh Shankar Vidyarthi Marg, Mumbai, India",Mumbai Port,"Mumbai Port, Mumbai, India",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Automated Conveyor Motor,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6041,2,RT-OCEAN,Mumbai Port,"Mumbai Port, Mumbai, India",Hamburg Port,"Hamburg Port, Hamburg, Germany",Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Automated Conveyor Motor,200,2.5,500.0,N/A,N/A
6042,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Automated Conveyor Motor,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6043,1,RT-IN-GND,Bharat Electronics Ltd.,"Dholera SEZ, Gujarat, India",Kandla Port,"Kandla Port, Kutch, India",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Thermal Imaging Sensor,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6044,2,RT-OCEAN,Kandla Port,"Kandla Port, Kutch, India",Hamburg Port,"Hamburg Port, Hamburg, Germany",Gulf Of Kutch - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Thermal Imaging Sensor,200,2.5,500.0,N/A,N/A
6045,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Thermal Imaging Sensor,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6046,1,RT-FR-GND,Thales Group,"Tour Carpe Diem, 31 Place des Corolles, La Défense, France",Le Havre Port,"Le Havre Port, Le Havre, France",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,RFID Tracking Module,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6047,2,RT-OCEAN,Le Havre Port,"Le Havre Port, Le Havre, France",Hamburg Port,"Hamburg Port, Hamburg, Germany",English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,RFID Tracking Module,50,12.0,600.0,N/A,N/A
6048,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,RFID Tracking Module,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6049,1,RT-FR-GND,Schneider Electric France,"35 Rue Joseph Monier, Rueil-Malmaison, France",Marseille Port,"Port of Marseille, Marseille, France",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Ultra-Durable Cable Assembly,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6050,2,RT-OCEAN,Marseille Port,"Port of Marseille, Marseille, France",Hamburg Port,"Hamburg Port, Hamburg, Germany",Mediterranean Sea - Golfe Du Lion Gulf - Balearic Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Ultra-Durable Cable Assembly,50,12.0,600.0,N/A,N/A
6051,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Ultra-Durable Cable Assembly,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6052,1,RT-IT-GND,STMicroelectronics Italy,"Via Bassi, 10, Milan, Italy",Genoa Port,"Genoa Port, Genoa, Italy",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Optical Fiber Connector,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6053,2,RT-OCEAN,Genoa Port,"Genoa Port, Genoa, Italy",Hamburg Port,"Hamburg Port, Hamburg, Germany",Ligurian Sea - Mediterranean Sea - Golfe Du Lion Gulf - Balearic Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Optical Fiber Connector,50,12.0,600.0,N/A,N/A
6054,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Optical Fiber Connector,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6055,1,RT-IT-GND,Comau S.p.A.,"Via Ferraris, 13, Turin, Italy",Trieste Port,"Trieste Port, Trieste, Italy",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Heavy-Duty Pneumatic Cylinder,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6056,2,RT-OCEAN,Trieste Port,"Trieste Port, Trieste, Italy",Hamburg Port,"Hamburg Port, Hamburg, Germany",Adriatic Sea - Ionian Sea - Tyrrhenian Sea - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Heavy-Duty Pneumatic Cylinder,50,12.0,600.0,N/A,N/A
6057,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Heavy-Duty Pneumatic Cylinder,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6058,1,RT-UK-GND,ARM Holdings,"70 Cambridge Science Park, Milton, UK",Port of Felixstowe,"Felixstowe Docks, Felixstowe, UK",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Miniaturized GPS Module,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6059,2,RT-OCEAN,Port of Felixstowe,"Felixstowe Docks, Felixstowe, UK",Hamburg Port,"Hamburg Port, Hamburg, Germany",North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Miniaturized GPS Module,50,12.0,600.0,N/A,N/A
6060,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Miniaturized GPS Module,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6061,1,RT-UK-GND,Imagination Technologies,"Rothamsted House, Harpenden, UK",Port of London,"London Docks, London, UK",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,High-Efficiency Solar Panel Array,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6062,2,RT-OCEAN,Port of London,"London Docks, London, UK",Hamburg Port,"Hamburg Port, Hamburg, Germany",Thames River - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,High-Efficiency Solar Panel Array,50,12.0,600.0,N/A,N/A
6063,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,High-Efficiency Solar Panel Array,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6064,1,RT-CA-GND,Celestica Inc.,"1000 Dalhousie St, Toronto, ON, Canada",Port of Vancouver,"Vancouver Docks, Vancouver, BC, Canada",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Next-Gen Battery Pack,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6065,2,RT-OCEAN,Port of Vancouver,"Vancouver Docks, Vancouver, BC, Canada",Hamburg Port,"Hamburg Port, Hamburg, Germany",Strait Of Georgia - Strait Of Juan De Fuca - North Pacific Ocean - Golfo De Panamá Gulf - Panama Canal - Caribbean Sea - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Next-Gen Battery Pack,50,12.0,600.0,N/A,N/A
6066,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Next-Gen Battery Pack,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6067,1,RT-CA-GND,Magna International,"7770 Yonge St, Aurora, ON, Canada",Port of Montreal,"Montreal Harbor, Montreal, QC, Canada",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Robust Industrial Valve,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6068,2,RT-OCEAN,Port of Montreal,"Montreal Harbor, Montreal, QC, Canada",Hamburg Port,"Hamburg Port, Hamburg, Germany",St. Lawrence River Channel - Gulf Of St. Lawrence - Strait Of Belle Isle - Labrador Sea - North Atlantic Ocean - Bristol Channel - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Robust Industrial Valve,50,12.0,600.0,N/A,N/A
6069,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Robust Industrial Valve,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6070,1,RT-BR-GND,Embraer Components,"Av. Brigadeiro Faria Lima, São Paulo, Brazil",Port of Santos,"Santos Port, Santos, Brazil",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Smart HVAC Controller,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6071,2,RT-OCEAN,Port of Santos,"Santos Port, Santos, Brazil",Hamburg Port,"Hamburg Port, Hamburg, Germany",South Atlantic Ocean - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Smart HVAC Controller,200,2.5,500.0,N/A,N/A
6072,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Smart HVAC Controller,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6073,1,RT-BR-GND,WEG Brasil,"Rua dos Timbiras, Belo Horizonte, Brazil",Port of Rio de Janeiro,"Rio de Janeiro Docks, Rio de Janeiro, Brazil",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Precision Robotic Actuator,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6074,2,RT-OCEAN,Port of Rio de Janeiro,"Rio de Janeiro Docks, Rio de Janeiro, Brazil",Hamburg Port,"Hamburg Port, Hamburg, Germany",South Atlantic Ocean - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Precision Robotic Actuator,200,2.5,500.0,N/A,N/A
